measurement_id,timestamp,stop_id,route,bus_id,trip_id,shape_id,sequence,latitude,longitude
2549-5-2025-05-16T13:30:00-1254,2025-05-16 13:33:01.407058,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.0662,11.14759
2549-5-2025-05-16T13:30:00-9301,2025-05-16 13:33:05.51254,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06624,11.14728
2549-5-2025-05-16T13:30:00-8369,2025-05-16 13:33:12.641321,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06622,11.14713
2549-5-2025-05-16T13:30:00-7938,2025-05-16 13:33:42.830552,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.0661,11.14686
2549-5-2025-05-16T13:30:00-7975,2025-05-16 13:33:42.830552,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06583,11.14648
2549-5-2025-05-16T13:30:00-7430,2025-05-16 13:33:45.712065,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06459,11.14501
2549-5-2025-05-16T13:30:00-8260,2025-05-16 13:33:49.18238,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06459,11.14501
2549-5-2025-05-16T13:30:00-5854,2025-05-16 13:34:25.169628,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06452,11.1448
2549-5-2025-05-16T13:30:00-2001,2025-05-16 13:34:31.91126,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06453,11.14444
2549-5-2025-05-16T13:30:00-2953,2025-05-16 13:34:34.318431,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06508,11.14135
2549-5-2025-05-16T13:30:00-9389,2025-05-16 13:34:36.210384,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06521,11.14081
2549-5-2025-05-16T13:30:00-2116,2025-05-16 13:34:48.862611,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.0653,11.14068
2549-5-2025-05-16T13:30:00-2202,2025-05-16 13:34:57.649137,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.0654,11.14062
2549-5-2025-05-16T13:30:00-1920,2025-05-16 13:34:59.314808,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06625,11.14048
2549-5-2025-05-16T13:30:00-4097,2025-05-16 13:35:03.008619,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06688,11.14044
2549-5-2025-05-16T13:30:00-3513,2025-05-16 13:35:14.084388,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06697,11.14039
2549-5-2025-05-16T13:30:00-7458,2025-05-16 13:35:16.862243,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06708,11.14015
2549-5-2025-05-16T13:30:00-9870,2025-05-16 13:35:19.422096,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06725,11.1392
2549-5-2025-05-16T13:30:00-6569,2025-05-16 13:35:22.679892,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06734,11.13903
2549-5-2025-05-16T13:30:00-8037,2025-05-16 13:35:25.476883,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06749,11.13897
2549-5-2025-05-16T13:30:00-1261,2025-05-16 13:35:35.437748,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06772,11.13899
2549-5-2025-05-16T13:30:00-5682,2025-05-16 13:35:50.188431,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06786,11.13909
2549-5-2025-05-16T13:30:00-7868,2025-05-16 13:35:54.105853,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06812,11.13979
2549-5-2025-05-16T13:30:00-3843,2025-05-16 13:35:56.881083,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06869,11.14056
2549-5-2025-05-16T13:30:00-2788,2025-05-16 13:36:00.264161,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.0689,11.14068
2549-5-2025-05-16T13:30:00-8405,2025-05-16 13:36:10.04523,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06908,11.14064
2549-5-2025-05-16T13:30:00-3972,2025-05-16 13:36:17.048487,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06925,11.14052
2549-5-2025-05-16T13:30:00-9748,2025-05-16 13:36:17.048487,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06967,11.14007
2549-5-2025-05-16T13:30:00-7442,2025-05-16 13:36:18.951258,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.07,11.13979
2549-5-2025-05-16T13:30:00-8576,2025-05-16 13:36:20.606037,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.07,11.13979
2549-5-2025-05-16T13:30:00-3580,2025-05-16 13:36:22.426992,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.07008,11.13988
2549-5-2025-05-16T13:30:00-6595,2025-05-16 13:36:23.724475,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.07019,11.13986
2549-5-2025-05-16T13:30:00-7952,2025-05-16 13:36:26.265122,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.07025,11.13975
2549-5-2025-05-16T13:30:00-7454,2025-05-16 13:36:27.878995,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.07025,11.13961
2549-5-2025-05-16T13:30:00-7931,2025-05-16 13:36:29.863579,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.07015,11.13948
2549-5-2025-05-16T13:30:00-7308,2025-05-16 13:36:41.124921,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.07005,11.13951
2549-5-2025-05-16T13:30:00-8613,2025-05-16 13:36:43.913584,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06995,11.13944
2549-5-2025-05-16T13:30:00-5211,2025-05-16 13:36:51.191742,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06944,11.13896
2549-5-2025-05-16T13:30:00-4841,2025-05-16 13:36:53.538752,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06937,11.13876
2549-5-2025-05-16T13:30:00-1316,2025-05-16 13:36:56.769074,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06929,11.13809
2549-5-2025-05-16T13:30:00-6127,2025-05-16 13:37:06.896542,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06932,11.13788
2549-5-2025-05-16T13:30:00-1309,2025-05-16 13:37:08.932898,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06943,11.13769
2549-5-2025-05-16T13:30:00-2445,2025-05-16 13:37:12.948078,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06998,11.13739
2549-5-2025-05-16T13:30:00-9828,2025-05-16 13:37:15.695813,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.07007,11.1373
2549-5-2025-05-16T13:30:00-4490,2025-05-16 13:37:18.708164,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.0701,11.13691
2549-5-2025-05-16T13:30:00-5764,2025-05-16 13:37:47.302875,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.07004,11.1367
2549-5-2025-05-16T13:30:00-9227,2025-05-16 13:38:05.205743,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06987,11.13662
2549-5-2025-05-16T13:30:00-7007,2025-05-16 13:38:05.205743,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.068,11.13623
2549-5-2025-05-16T13:30:00-5339,2025-05-16 13:38:06.901434,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06675,11.13636
2549-5-2025-05-16T13:30:00-8773,2025-05-16 13:38:09.87293,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06675,11.13636
2549-5-2025-05-16T13:30:00-4391,2025-05-16 13:38:20.191211,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06663,11.13637
2549-5-2025-05-16T13:30:00-6456,2025-05-16 13:38:24.533852,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06647,11.13628
2549-5-2025-05-16T13:30:00-7198,2025-05-16 13:38:32.973752,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.0661,11.1357
2549-5-2025-05-16T13:30:00-5745,2025-05-16 13:38:36.206833,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06599,11.13539
2549-5-2025-05-16T13:30:00-1424,2025-05-16 13:38:41.694361,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06583,11.13471
2549-5-2025-05-16T13:30:00-7970,2025-05-16 13:38:45.347317,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06581,11.13439
2549-5-2025-05-16T13:30:00-8778,2025-05-16 13:38:52.266309,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06586,11.13387
2549-5-2025-05-16T13:30:00-8705,2025-05-16 13:38:55.04419,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06596,11.13362
2549-5-2025-05-16T13:30:00-1884,2025-05-16 13:38:58.596188,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06636,11.13345
2549-5-2025-05-16T13:30:00-6101,2025-05-16 13:39:03.846511,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06645,11.13328
2549-5-2025-05-16T13:30:00-5224,2025-05-16 13:39:08.396264,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06648,11.13294
2549-5-2025-05-16T13:30:00-2325,2025-05-16 13:39:31.074376,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06642,11.13246
2549-5-2025-05-16T13:30:00-6088,2025-05-16 13:39:45.527997,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06649,11.13207
2549-5-2025-05-16T13:30:00-1701,2025-05-16 13:39:50.012405,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06714,11.13056
2549-5-2025-05-16T13:30:00-3024,2025-05-16 13:39:59.174839,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06766,11.12975
2549-5-2025-05-16T13:30:00-2247,2025-05-16 13:40:25.083853,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06785,11.12954
2549-5-2025-05-16T13:30:00-7853,2025-05-16 13:40:32.113964,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.0683,11.1292
2549-5-2025-05-16T13:30:00-4433,2025-05-16 13:40:32.113964,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06974,11.12848
2549-5-2025-05-16T13:30:00-1286,2025-05-16 13:40:45.77727,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06985,11.12788
2549-5-2025-05-16T13:30:00-2209,2025-05-16 13:40:45.77727,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06985,11.12788
2549-5-2025-05-16T13:30:00-1708,2025-05-16 13:40:49.307378,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06907,11.12753
2549-5-2025-05-16T13:30:00-2844,2025-05-16 13:40:49.307378,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06907,11.12753
2549-5-2025-05-16T13:30:00-1072,2025-05-16 13:40:53.933615,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06914,11.12725
2549-5-2025-05-16T13:30:00-4909,2025-05-16 13:40:59.042409,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06914,11.12725
2549-5-2025-05-16T13:30:00-1029,2025-05-16 13:41:01.869406,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06973,11.12727
2549-5-2025-05-16T13:30:00-3361,2025-05-16 13:41:05.056246,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.0699,11.12733
2549-5-2025-05-16T13:30:00-9439,2025-05-16 13:41:16.265765,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.0699,11.12733
2549-5-2025-05-16T13:30:00-2674,2025-05-16 13:41:39.235665,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.07009,11.12726
2549-5-2025-05-16T13:30:00-9877,2025-05-16 13:41:41.6836,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.07061,11.1268
2549-5-2025-05-16T13:30:00-6961,2025-05-16 13:41:41.6836,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.07183,11.12608
2549-5-2025-05-16T13:30:00-9494,2025-05-16 13:41:44.235063,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.07193,11.12596
2549-5-2025-05-16T13:30:00-2508,2025-05-16 13:41:48.92889,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.07193,11.12596
2549-5-2025-05-16T13:30:00-3093,2025-05-16 13:42:04.673446,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.07201,11.1258
2549-5-2025-05-16T13:30:00-1295,2025-05-16 13:42:05.600183,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.07207,11.12538
2549-5-2025-05-16T13:30:00-5458,2025-05-16 13:42:05.600183,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.07243,11.1242
2549-5-2025-05-16T13:30:00-4711,2025-05-16 13:42:47.624548,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.07243,11.1241
2549-5-2025-05-16T13:30:00-9195,2025-05-16 13:42:47.624548,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.07243,11.1241
2549-5-2025-05-16T13:30:00-5079,2025-05-16 13:42:50.238578,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.07346,11.12105
2549-5-2025-05-16T13:30:00-8101,2025-05-16 13:42:52.975345,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.07346,11.12105
247-5-2025-05-16T13:17:00-9644,2025-05-16 13:17:01.654774,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.07183,11.11954
247-5-2025-05-16T13:17:00-6771,2025-05-16 13:17:21.111337,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.07173,11.11947
247-5-2025-05-16T13:17:00-9315,2025-05-16 13:17:24.101956,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.07162,11.11945
247-5-2025-05-16T13:17:00-4596,2025-05-16 13:17:40.078323,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.07033,11.11969
247-5-2025-05-16T13:17:00-2867,2025-05-16 13:17:46.514649,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.07012,11.11967
247-5-2025-05-16T13:17:00-1850,2025-05-16 13:18:00.227174,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06993,11.11822
247-5-2025-05-16T13:17:00-2190,2025-05-16 13:19:05.012056,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06958,11.11841
247-5-2025-05-16T13:17:00-4040,2025-05-16 13:19:21.845728,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06872,11.11865
247-5-2025-05-16T13:17:00-5091,2025-05-16 13:19:33.570698,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06446,11.1195
247-5-2025-05-16T13:17:00-8555,2025-05-16 13:19:45.380108,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06461,11.1211
247-5-2025-05-16T13:17:00-9285,2025-05-16 13:19:52.143766,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06478,11.12212
247-5-2025-05-16T13:17:00-9398,2025-05-16 13:20:09.680467,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06488,11.12325
247-5-2025-05-16T13:17:00-9628,2025-05-16 13:20:14.382994,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06531,11.12314
247-5-2025-05-16T13:17:00-2130,2025-05-16 13:20:18.733895,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06536,11.12496
247-5-2025-05-16T13:17:00-8817,2025-05-16 13:20:52.799721,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06549,11.12528
247-5-2025-05-16T13:17:00-2398,2025-05-16 13:20:54.353559,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06567,11.12549
247-5-2025-05-16T13:17:00-7511,2025-05-16 13:20:55.555815,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06745,11.1266
247-5-2025-05-16T13:17:00-6685,2025-05-16 13:21:26.35004,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06749,11.12671
247-5-2025-05-16T13:17:00-7566,2025-05-16 13:21:34.337609,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06758,11.12671
247-5-2025-05-16T13:17:00-2977,2025-05-16 13:21:36.210346,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06924,11.12764
247-5-2025-05-16T13:17:00-8234,2025-05-16 13:21:40.18464,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06972,11.12781
247-5-2025-05-16T13:17:00-2760,2025-05-16 13:21:42.417223,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06977,11.12794
247-5-2025-05-16T13:17:00-5614,2025-05-16 13:22:08.459824,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06979,11.12834
247-5-2025-05-16T13:17:00-1118,2025-05-16 13:22:13.148734,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06972,11.12848
247-5-2025-05-16T13:17:00-9658,2025-05-16 13:22:22.106669,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06827,11.1292
247-5-2025-05-16T13:17:00-9781,2025-05-16 13:22:36.42671,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06803,11.12936
247-5-2025-05-16T13:17:00-2420,2025-05-16 13:23:00.339731,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06763,11.12975
247-5-2025-05-16T13:17:00-4961,2025-05-16 13:23:02.861327,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06712,11.13056
247-5-2025-05-16T13:17:00-3754,2025-05-16 13:23:09.12029,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06644,11.13216
247-5-2025-05-16T13:17:00-1735,2025-05-16 13:23:13.032141,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06639,11.13236
247-5-2025-05-16T13:17:00-9708,2025-05-16 13:23:15.769122,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06647,11.13292
247-5-2025-05-16T13:17:00-5710,2025-05-16 13:23:21.382289,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06642,11.13327
247-5-2025-05-16T13:17:00-1780,2025-05-16 13:23:24.190196,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06634,11.13345
247-5-2025-05-16T13:17:00-8425,2025-05-16 13:23:26.341071,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06601,11.13358
247-5-2025-05-16T13:17:00-7166,2025-05-16 13:23:31.468747,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06589,11.13371
247-5-2025-05-16T13:17:00-4537,2025-05-16 13:23:34.928097,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06584,11.13387
247-5-2025-05-16T13:17:00-5730,2025-05-16 13:23:44.294842,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06581,11.13438
247-5-2025-05-16T13:17:00-5763,2025-05-16 13:23:47.947792,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06584,11.13471
247-5-2025-05-16T13:17:00-8047,2025-05-16 13:23:59.119358,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.066,11.13549
247-5-2025-05-16T13:17:00-8170,2025-05-16 13:24:02.109989,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.0661,11.13574
247-5-2025-05-16T13:17:00-2729,2025-05-16 13:24:20.012858,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06652,11.13634
247-5-2025-05-16T13:17:00-2813,2025-05-16 13:24:48.60757,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06673,11.13636
247-5-2025-05-16T13:17:00-7042,2025-05-16 13:24:51.486337,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06798,11.13623
247-5-2025-05-16T13:17:00-6583,2025-05-16 13:24:56.262117,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06985,11.13662
247-5-2025-05-16T13:17:00-4661,2025-05-16 13:24:58.690913,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.07001,11.1367
247-5-2025-05-16T13:17:00-6290,2025-05-16 13:25:00.686363,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.07009,11.1371
247-5-2025-05-16T13:17:00-6165,2025-05-16 13:25:10.947416,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.07004,11.13729
247-5-2025-05-16T13:17:00-6932,2025-05-16 13:25:14.044154,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06996,11.13739
247-5-2025-05-16T13:17:00-3704,2025-05-16 13:25:16.391165,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.0694,11.13769
247-5-2025-05-16T13:17:00-7286,2025-05-16 13:25:20.591755,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.0693,11.13788
247-5-2025-05-16T13:17:00-3044,2025-05-16 13:25:26.45799,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06927,11.13809
247-5-2025-05-16T13:17:00-8714,2025-05-16 13:25:37.133226,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.0693,11.1385
247-5-2025-05-16T13:17:00-1790,2025-05-16 13:25:38.913281,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06942,11.13896
247-5-2025-05-16T13:17:00-7169,2025-05-16 13:25:41.423894,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.0699,11.13942
247-5-2025-05-16T13:17:00-2007,2025-05-16 13:25:42.977687,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06995,11.13954
247-5-2025-05-16T13:17:00-2456,2025-05-16 13:26:00.759752,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06988,11.13971
247-5-2025-05-16T13:17:00-9308,2025-05-16 13:26:04.881692,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06992,11.13982
247-5-2025-05-16T13:17:00-8436,2025-05-16 13:26:08.706434,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06913,11.1406
247-5-2025-05-16T13:17:00-2609,2025-05-16 13:26:23.467993,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06887,11.14067
247-5-2025-05-16T13:17:00-7321,2025-05-16 13:26:31.474274,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06866,11.14056
247-5-2025-05-16T13:17:00-6671,2025-05-16 13:26:33.829609,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06811,11.13976
247-5-2025-05-16T13:17:00-7245,2025-05-16 13:26:37.283644,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06792,11.13917
247-5-2025-05-16T13:17:00-2821,2025-05-16 13:26:40.675024,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06782,11.13906
247-5-2025-05-16T13:17:00-6367,2025-05-16 13:26:42.577836,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06761,11.13899
247-5-2025-05-16T13:17:00-5362,2025-05-16 13:26:55.6082,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06737,11.13901
247-5-2025-05-16T13:17:00-2471,2025-05-16 13:26:58.623211,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06729,11.1391
247-5-2025-05-16T13:17:00-2992,2025-05-16 13:27:01.008584,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06705,11.14016
247-5-2025-05-16T13:17:00-7246,2025-05-16 13:27:09.435259,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06697,11.14037
247-5-2025-05-16T13:17:00-4398,2025-05-16 13:27:19.920127,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06684,11.14044
247-5-2025-05-16T13:17:00-2826,2025-05-16 13:27:22.880751,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06623,11.14047
247-5-2025-05-16T13:17:00-2107,2025-05-16 13:27:26.686437,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06557,11.14065
247-5-2025-05-16T13:17:00-8133,2025-05-16 13:27:32.542107,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06539,11.14071
247-5-2025-05-16T13:17:00-6415,2025-05-16 13:28:08.796523,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06523,11.14089
247-5-2025-05-16T13:17:00-3807,2025-05-16 13:28:12.82296,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06509,11.14132
247-5-2025-05-16T13:17:00-1397,2025-05-16 13:28:15.292829,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06452,11.14441
247-5-2025-05-16T13:17:00-4189,2025-05-16 13:28:45.378487,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06451,11.14483
247-5-2025-05-16T13:17:00-5573,2025-05-16 13:28:52.959804,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06457,11.14501
247-5-2025-05-16T13:17:00-3132,2025-05-16 13:28:56.653649,247,5,113,"0004205332024090920250612",D599_T0521h_Andata_sub1,1,46.06583,11.14644
